item,itemLabel,itemDescription,place,placeLabel,place_of_birth,place_of_birthLabel,place_of_death,place_of_deathLabel,date_of_death,date_of_deathLabel,dob,dobLabel,coord_birth,coord_death
http://www.wikidata.org/entity/Q108905,Charles Chrétien Henri Marc,Frans psychiater (1771-1840),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q90,Parijs,1840-01-12T00:00:00Z,1840-01-12T00:00:00Z,1771-11-04T00:00:00Z,1771-11-04T00:00:00Z,Point(4.9 52.383333333),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q109947,Heinrich Brockhaus,Duits bewerker (1804-1874),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q2079,Leipzig,1874-11-15T00:00:00Z,1874-11-15T00:00:00Z,1804-02-04T00:00:00Z,1804-02-04T00:00:00Z,Point(4.9 52.383333333),Point(12.383333333 51.333333333)
http://www.wikidata.org/entity/Q120609,Johannes Verkolje,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q690,Delft,1693-05-08T00:00:00Z,1693-05-08T00:00:00Z,1650-02-09T00:00:00Z,1650-02-09T00:00:00Z,Point(4.9 52.383333333),Point(4.359444444 52.011944444)
http://www.wikidata.org/entity/Q125039,Johann Timann,Duits theoloog (-1557),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q16079,Nienburg/Weser,1557-02-17T00:00:00Z,1557-02-17T00:00:00Z,1499-01-01T00:00:00Z,1499-01-01T00:00:00Z,Point(4.9 52.383333333),Point(9.206944444 52.641111111)
http://www.wikidata.org/entity/Q126499,Wilhelm Emil Meerwein,Duits architect (1844-1927),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q1055,Hamburg,1927-01-25T00:00:00Z,1927-01-25T00:00:00Z,1844-09-17T00:00:00Z,1844-09-17T00:00:00Z,Point(4.9 52.383333333),Point(10.0 53.55)
http://www.wikidata.org/entity/Q129473,Johannes Hermanus Barend Koekkoek,Nederlands kunstschilder (1840-1912),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q9934,Hilversum,1912-01-24T00:00:00Z,1912-01-24T00:00:00Z,1840-07-06T00:00:00Z,1840-07-06T00:00:00Z,Point(4.9 52.383333333),Point(5.18 52.23)
http://www.wikidata.org/entity/Q142733,Bob Spaak,Nederlands televisiepresentator,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q93485,Loosdrecht,2011-06-11T00:00:00Z,2011-06-11T00:00:00Z,1917-01-01T00:00:00Z,1917-01-01T00:00:00Z,Point(4.9 52.383333333),Point(5.1342 52.1992)
http://www.wikidata.org/entity/Q144430,Willem Kieft,Nederlands politicus,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q188203,Kanaal van Bristol,1647-09-29T00:00:00Z,1647-09-29T00:00:00Z,1597-01-01T00:00:00Z,1597-01-01T00:00:00Z,Point(4.9 52.383333333),Point(-3.616666666 51.3)
http://www.wikidata.org/entity/Q144430,Willem Kieft,Nederlands politicus,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q188203,Kanaal van Bristol,1647-09-27T00:00:00Z,1647-09-27T00:00:00Z,1597-01-01T00:00:00Z,1597-01-01T00:00:00Z,Point(4.9 52.383333333),Point(-3.616666666 51.3)
http://www.wikidata.org/entity/Q152125,Lea Nordheim,Nederlands artistiek turnster (1903-1943),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q152658,Sobibór,1943-07-02T00:00:00Z,1943-07-02T00:00:00Z,1903-08-01T00:00:00Z,1903-08-01T00:00:00Z,Point(4.9 52.383333333),Point(23.593889 51.446944)
http://www.wikidata.org/entity/Q152793,Karel Appel,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q72,Zürich,2006-05-03T00:00:00Z,2006-05-03T00:00:00Z,1921-04-25T00:00:00Z,1921-04-25T00:00:00Z,Point(4.9 52.383333333),Point(8.54 47.378611111)
http://www.wikidata.org/entity/Q153801,Ans Polak,Nederlands artistiek turnster (1906-1943),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q152658,Sobibór,1943-07-23T00:00:00Z,1943-07-23T00:00:00Z,1906-11-24T00:00:00Z,1906-11-24T00:00:00Z,Point(4.9 52.383333333),Point(23.593889 51.446944)
http://www.wikidata.org/entity/Q154211,Eduard Douwes Dekker,Nederlands schrijver,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q159548,Ingelheim am Rhein,1887-02-19T00:00:00Z,1887-02-19T00:00:00Z,1820-03-02T00:00:00Z,1820-03-02T00:00:00Z,Point(4.9 52.383333333),Point(8.056388888 49.974722222)
http://www.wikidata.org/entity/Q176434,Walter Steins,Nederlands priester (1810-1881),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q3130,Sydney,1881-09-07T00:00:00Z,1881-09-07T00:00:00Z,1810-07-01T00:00:00Z,1810-07-01T00:00:00Z,Point(4.9 52.383333333),Point(151.2 -33.866666666)
http://www.wikidata.org/entity/Q188293,Frits Zernike,"Nederlands natuurkundige, Nobelprijswinnaar",,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q992,Amersfoort,1966-03-10T00:00:00Z,1966-03-10T00:00:00Z,1888-07-16T00:00:00Z,1888-07-16T00:00:00Z,Point(4.9 52.383333333),Point(5.38 52.15)
http://www.wikidata.org/entity/Q191659,Zerka T. Moreno,Amerikaans psychotherapeute,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q327022,Rockville,2016-09-19T00:00:00Z,2016-09-19T00:00:00Z,1917-06-13T00:00:00Z,1917-06-13T00:00:00Z,Point(4.9 52.383333333),Point(-77.148333333 39.083611111)
http://www.wikidata.org/entity/Q192552,Karel Miljon,Nederlands bokser (1903-1984),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q817840,Bennebroek,1984-02-08T00:00:00Z,1984-02-08T00:00:00Z,1903-09-17T00:00:00Z,1903-09-17T00:00:00Z,Point(4.9 52.383333333),Point(4.5967 52.3214)
http://www.wikidata.org/entity/Q205223,Pi Scheffer,orkestleider,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q9949,Naarden,1988-01-14T00:00:00Z,1988-01-14T00:00:00Z,1909-09-21T00:00:00Z,1909-09-21T00:00:00Z,Point(4.9 52.383333333),Point(5.15 52.3)
http://www.wikidata.org/entity/Q205419,Cornelis Antonie Jan Abraham Oudemans,Nederlands botanicus (1825-1906),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q1310,Arnhem,1906-08-29T00:00:00Z,1906-08-29T00:00:00Z,1825-12-07T00:00:00Z,1825-12-07T00:00:00Z,Point(4.9 52.383333333),Point(5.916666666 51.983333333)
http://www.wikidata.org/entity/Q205419,Cornelis Antonie Jan Abraham Oudemans,Nederlands botanicus (1825-1906),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q1310,Arnhem,1906-01-01T00:00:00Z,1906-01-01T00:00:00Z,1825-12-07T00:00:00Z,1825-12-07T00:00:00Z,Point(4.9 52.383333333),Point(5.916666666 51.983333333)
http://www.wikidata.org/entity/Q205419,Cornelis Antonie Jan Abraham Oudemans,Nederlands botanicus (1825-1906),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q1310,Arnhem,1906-08-29T00:00:00Z,1906-08-29T00:00:00Z,1825-01-01T00:00:00Z,1825-01-01T00:00:00Z,Point(4.9 52.383333333),Point(5.916666666 51.983333333)
http://www.wikidata.org/entity/Q205419,Cornelis Antonie Jan Abraham Oudemans,Nederlands botanicus (1825-1906),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q1310,Arnhem,1906-01-01T00:00:00Z,1906-01-01T00:00:00Z,1825-01-01T00:00:00Z,1825-01-01T00:00:00Z,Point(4.9 52.383333333),Point(5.916666666 51.983333333)
http://www.wikidata.org/entity/Q212593,Hendrick Avercamp,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q10014,Kampen,1634-05-15T00:00:00Z,1634-05-15T00:00:00Z,1585-01-27T00:00:00Z,1585-01-27T00:00:00Z,Point(4.9 52.383333333),Point(5.919722222 52.555)
http://www.wikidata.org/entity/Q212593,Hendrick Avercamp,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q10014,Kampen,1634-05-15T00:00:00Z,1634-05-15T00:00:00Z,1585-01-27T00:00:00Z,1585-01-27T00:00:00Z,Point(4.9 52.383333333),Point(5.91111 52.555)
http://www.wikidata.org/entity/Q213049,Abraham van Dijck,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q26421,Dordrecht,1680-01-01T00:00:00Z,1680-01-01T00:00:00Z,1635-01-01T00:00:00Z,1635-01-01T00:00:00Z,Point(4.9 52.383333333),Point(4.67 51.81)
http://www.wikidata.org/entity/Q213754,Isaac Jacob Smidt,Nederlands taalkundige (1779-1847),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q656,Sint-Petersburg,1847-08-27T00:00:00Z,1847-08-27T00:00:00Z,1779-10-04T00:00:00Z,1779-10-04T00:00:00Z,Point(4.9 52.383333333),Point(30.316666666 59.95)
http://www.wikidata.org/entity/Q214762,Lien Deyers,Nederlands actrice (1909-1982),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q30,Verenigde Staten van Amerika,1982-03-01T00:00:00Z,1982-03-01T00:00:00Z,1909-11-05T00:00:00Z,1909-11-05T00:00:00Z,Point(4.9 52.383333333),Point(-100.0 40.0)
http://www.wikidata.org/entity/Q216872,Tobias Asser,Nederlands jurist (1838-1913),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q36600,Den Haag,1913-07-29T00:00:00Z,1913-07-29T00:00:00Z,1838-04-28T00:00:00Z,1838-04-28T00:00:00Z,Point(4.9 52.383333333),Point(4.3175 52.084166666)
http://www.wikidata.org/entity/Q241097,Corrie ten Boom,Nederlands verzetsheld en schrijfster,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q864130,Placentia,1983-04-15T00:00:00Z,1983-04-15T00:00:00Z,1892-04-15T00:00:00Z,1892-04-15T00:00:00Z,Point(4.9 52.383333333),Point(-117.855 33.8825)
http://www.wikidata.org/entity/Q249119,Alfred Tepe,Nederlands architect,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q1718,Düsseldorf,1920-11-23T00:00:00Z,1920-11-23T00:00:00Z,1840-11-24T00:00:00Z,1840-11-24T00:00:00Z,Point(4.9 52.383333333),Point(6.816666666 51.216666666)
http://www.wikidata.org/entity/Q252970,Ko Cossaar,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q36600,Den Haag,1966-11-25T00:00:00Z,1966-11-25T00:00:00Z,1874-08-08T00:00:00Z,1874-08-08T00:00:00Z,Point(4.9 52.383333333),Point(4.3175 52.084166666)
http://www.wikidata.org/entity/Q257772,Steve van Dorpel,Nederlands voetballer,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q183494,Johan Adolf Pengel International Airport,1989-06-07T00:00:00Z,1989-06-07T00:00:00Z,1965-12-13T00:00:00Z,1965-12-13T00:00:00Z,Point(4.9 52.383333333),Point(-55.187783333 5.452830555)
http://www.wikidata.org/entity/Q262254,Hendrik Laurensz. Spiegel,Nederlands schrijver,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q972,Alkmaar,1612-01-04T00:00:00Z,1612-01-04T00:00:00Z,1549-03-21T00:00:00Z,1549-03-21T00:00:00Z,Point(4.9 52.383333333),Point(4.75 52.616666666)
http://www.wikidata.org/entity/Q264715,Co Prins,Nederlands voetballer,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q12892,Antwerpen,1987-09-26T00:00:00Z,1987-09-26T00:00:00Z,1938-06-05T00:00:00Z,1938-06-05T00:00:00Z,Point(4.9 52.383333333),Point(4.4 51.216666666)
http://www.wikidata.org/entity/Q264715,Co Prins,Nederlands voetballer,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q12892,Antwerpen,1987-09-25T00:00:00Z,1987-09-25T00:00:00Z,1938-06-05T00:00:00Z,1938-06-05T00:00:00Z,Point(4.9 52.383333333),Point(4.4 51.216666666)
http://www.wikidata.org/entity/Q274029,Els Borst,Nederlands politica (1932-2014),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q1075656,Bilthoven,2014-02-10T00:00:00Z,2014-02-10T00:00:00Z,1932-03-22T00:00:00Z,1932-03-22T00:00:00Z,Point(4.9 52.383333333),Point(5.1986 52.1283)
http://www.wikidata.org/entity/Q276869,Cornelis Charles Six van Oterleek,politicus uit België (1772-1833),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q803,Utrecht,1833-06-03T00:00:00Z,1833-06-03T00:00:00Z,1772-09-30T00:00:00Z,1772-09-30T00:00:00Z,Point(4.9 52.383333333),Point(5.115555555 52.088888888)
http://www.wikidata.org/entity/Q278068,Romeyn de Hooghe,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q9920,Haarlem,1708-06-10T00:00:00Z,1708-06-10T00:00:00Z,1645-09-10T00:00:00Z,1645-09-10T00:00:00Z,Point(4.9 52.383333333),Point(4.640555555 52.380277777)
http://www.wikidata.org/entity/Q284616,Daniel Kan,Nederlands wiskundige (1927-2013),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q49196,Newton,2013-08-04T00:00:00Z,2013-08-04T00:00:00Z,1927-08-04T00:00:00Z,1927-08-04T00:00:00Z,Point(4.9 52.383333333),Point(-71.209722222 42.336944444)
http://www.wikidata.org/entity/Q287097,Bartel Leendert van der Waerden,Nederlands wiskundige,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q72,Zürich,1996-01-12T00:00:00Z,1996-01-12T00:00:00Z,1903-02-02T00:00:00Z,1903-02-02T00:00:00Z,Point(4.9 52.383333333),Point(8.54 47.378611111)
http://www.wikidata.org/entity/Q287157,Jetty Paerl,Nederlandse zangeres,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q9898,Amstelveen,2013-08-22T00:00:00Z,2013-08-22T00:00:00Z,1921-05-27T00:00:00Z,1921-05-27T00:00:00Z,Point(4.9 52.383333333),Point(4.833333333 52.3)
http://www.wikidata.org/entity/Q297000,Hendrik Verwoerd,Zuid-Afrikaans politicus,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q5465,Kaapstad,1966-09-06T00:00:00Z,1966-09-06T00:00:00Z,1901-09-08T00:00:00Z,1901-09-08T00:00:00Z,Point(4.9 52.383333333),Point(18.425 -33.925)
http://www.wikidata.org/entity/Q318816,Hendrik Petrus Berlage,Nederlands architect (1856-1934),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q36600,Den Haag,1934-08-12T00:00:00Z,1934-08-12T00:00:00Z,1856-02-21T00:00:00Z,1856-02-21T00:00:00Z,Point(4.9 52.383333333),Point(4.3175 52.084166666)
http://www.wikidata.org/entity/Q319112,Daniël Belinfante,Nederlands componist (1893-1945),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q7341,Auschwitz,1945-01-01T00:00:00Z,1945-01-01T00:00:00Z,1893-03-06T00:00:00Z,1893-03-06T00:00:00Z,Point(4.9 52.383333333),Point(19.2041 50.0262)
http://www.wikidata.org/entity/Q319112,Daniël Belinfante,Nederlands componist (1893-1945),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q7341,Auschwitz,1945-01-01T00:00:00Z,1945-01-01T00:00:00Z,1893-03-06T00:00:00Z,1893-03-06T00:00:00Z,Point(4.9 52.383333333),Point(19.178333 50.035833)
http://www.wikidata.org/entity/Q320050,Ernst Julius Cohen,Nederlands scheikundige (1869-1944),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q7341,Auschwitz,1944-03-05T00:00:00Z,1944-03-05T00:00:00Z,1869-03-07T00:00:00Z,1869-03-07T00:00:00Z,Point(4.9 52.383333333),Point(19.2041 50.0262)
http://www.wikidata.org/entity/Q320050,Ernst Julius Cohen,Nederlands scheikundige (1869-1944),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q7341,Auschwitz,1944-03-05T00:00:00Z,1944-03-05T00:00:00Z,1869-03-07T00:00:00Z,1869-03-07T00:00:00Z,Point(4.9 52.383333333),Point(19.178333 50.035833)
http://www.wikidata.org/entity/Q321149,Freddy Heineken,Nederlands ondernemer,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q455464,Noordwijk,2002-01-03T00:00:00Z,2002-01-03T00:00:00Z,1923-11-04T00:00:00Z,1923-11-04T00:00:00Z,Point(4.9 52.383333333),Point(4.46354 52.26953)
http://www.wikidata.org/entity/Q321149,Freddy Heineken,Nederlands ondernemer,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q455464,Noordwijk,2002-01-03T00:00:00Z,2002-01-03T00:00:00Z,1923-11-04T00:00:00Z,1923-11-04T00:00:00Z,Point(4.9 52.383333333),Point(4.433333333 52.233333333)
http://www.wikidata.org/entity/Q323190,Karel Glastra van Loon,"Nederlands schrijver, columnist, cabaretier en politiek activist",,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q9934,Hilversum,2005-07-01T00:00:00Z,2005-07-01T00:00:00Z,1962-12-24T00:00:00Z,1962-12-24T00:00:00Z,Point(4.9 52.383333333),Point(5.18 52.23)
http://www.wikidata.org/entity/Q323454,Abraham Alewijn,"Nederlands dichter, jurist en toneelschrijver",,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q3630,Jakarta,1721-10-04T00:00:00Z,1721-10-04T00:00:00Z,1664-10-16T00:00:00Z,1664-10-16T00:00:00Z,Point(4.9 52.383333333),Point(106.8 -6.166666666)
http://www.wikidata.org/entity/Q324356,Cornelis de Pauw,Nederlands filosoof,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q162890,Xanten,1799-07-05T00:00:00Z,1799-07-05T00:00:00Z,1739-08-18T00:00:00Z,1739-08-18T00:00:00Z,Point(4.9 52.383333333),Point(6.453888888 51.662222222)
http://www.wikidata.org/entity/Q325313,Abraham Asscher,1880-1950,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q2394981,Zorgvlied,1950-05-02T00:00:00Z,1950-05-02T00:00:00Z,1880-09-19T00:00:00Z,1880-09-19T00:00:00Z,Point(4.9 52.383333333),Point(4.900278 52.335556)
http://www.wikidata.org/entity/Q329343,Hendrik Fagel,1765-1838,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q36600,Den Haag,1838-03-22T00:00:00Z,1838-03-22T00:00:00Z,1765-03-21T00:00:00Z,1765-03-21T00:00:00Z,Point(4.9 52.383333333),Point(4.3175 52.084166666)
http://www.wikidata.org/entity/Q329815,Abraham Bredius,Nederlands kunsthistoricus (1855-1946),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q235,Monaco,1946-03-13T00:00:00Z,1946-03-13T00:00:00Z,1855-04-18T00:00:00Z,1855-04-18T00:00:00Z,Point(4.9 52.383333333),Point(7.419744 43.731245)
http://www.wikidata.org/entity/Q330116,Abraham Jacob van der Aa,Nederlands schrijver,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q244327,Gorinchem,1857-03-21T00:00:00Z,1857-03-21T00:00:00Z,1792-12-07T00:00:00Z,1792-12-07T00:00:00Z,Point(4.9 52.383333333),Point(4.97713 51.83873)
http://www.wikidata.org/entity/Q330116,Abraham Jacob van der Aa,Nederlands schrijver,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q244327,Gorinchem,1857-03-21T00:00:00Z,1857-03-21T00:00:00Z,1792-12-07T00:00:00Z,1792-12-07T00:00:00Z,Point(4.9 52.383333333),Point(4.966666666 51.833333333)
http://www.wikidata.org/entity/Q330116,Abraham Jacob van der Aa,Nederlands schrijver,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q244327,Gorinchem,1857-03-21T00:00:00Z,1857-03-21T00:00:00Z,1792-12-06T00:00:00Z,1792-12-06T00:00:00Z,Point(4.9 52.383333333),Point(4.97713 51.83873)
http://www.wikidata.org/entity/Q330116,Abraham Jacob van der Aa,Nederlands schrijver,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q244327,Gorinchem,1857-03-21T00:00:00Z,1857-03-21T00:00:00Z,1792-12-06T00:00:00Z,1792-12-06T00:00:00Z,Point(4.9 52.383333333),Point(4.966666666 51.833333333)
http://www.wikidata.org/entity/Q330492,Bram Pais,Nederlands hoogleraar (1918-2000),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q1748,Kopenhagen,2000-07-28T00:00:00Z,2000-07-28T00:00:00Z,1918-05-19T00:00:00Z,1918-05-19T00:00:00Z,Point(4.9 52.383333333),Point(12.568888888 55.676111111)
http://www.wikidata.org/entity/Q330852,Abraham van Karnebeek,Nederlands politicus,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q36600,Den Haag,1925-10-09T00:00:00Z,1925-10-09T00:00:00Z,1836-09-14T00:00:00Z,1836-09-14T00:00:00Z,Point(4.9 52.383333333),Point(4.3175 52.084166666)
http://www.wikidata.org/entity/Q332779,Isaac Titsingh,Nederlands diplomaat,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q90,Parijs,1812-02-02T00:00:00Z,1812-02-02T00:00:00Z,1745-01-10T00:00:00Z,1745-01-10T00:00:00Z,Point(4.9 52.383333333),Point(2.351827777 48.856577777)
http://www.wikidata.org/entity/Q333935,Martinus Willem Beijerinck,Nederlands bioloog (1851-1931),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q932058,Lochem,1931-01-01T00:00:00Z,1931-01-01T00:00:00Z,1851-03-16T00:00:00Z,1851-03-16T00:00:00Z,Point(4.9 52.383333333),Point(6.4167 52.15)
http://www.wikidata.org/entity/Q337145,Coen van Vrijberghe de Coningh,Nederlands acteur,,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q83178,Almere,1997-11-15T00:00:00Z,1997-11-15T00:00:00Z,1950-11-12T00:00:00Z,1950-11-12T00:00:00Z,Point(4.9 52.383333333),Point(5.225555555 52.375833333)
http://www.wikidata.org/entity/Q350845,Richard Hol,Nederlands dirigent (1825-1904),,,http://www.wikidata.org/entity/Q727,Amsterdam,http://www.wikidata.org/entity/Q803,Utrecht,1904-07-23T00:00:00Z,1904-07-23T00:00:00Z,1825-07-23T00:00:00Z,1825-07-23T00:00:00Z,Point(4.9 52.383333333),Point(5.115555555 52.088888888)
