item,itemLabel,itemDescription,place,placeLabel,place_of_birth,place_of_birthLabel,place_of_death,place_of_deathLabel,date_of_death,date_of_deathLabel,dob,dobLabel,coord_birth,coord_death
http://www.wikidata.org/entity/Q374039,Ferdinand Bol,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q26421,Dordrecht,http://www.wikidata.org/entity/Q727,Amsterdam,1680-07-24T00:00:00Z,1680-07-24T00:00:00Z,1616-06-24T00:00:00Z,1616-06-24T00:00:00Z,Point(4.67 51.81),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q376093,Adrianus Broekman,Nederlands bisschop (1724-1800),,,http://www.wikidata.org/entity/Q34370,Rotterdam,http://www.wikidata.org/entity/Q727,Amsterdam,1800-11-28T00:00:00Z,1800-11-28T00:00:00Z,1724-07-07T00:00:00Z,1724-07-07T00:00:00Z,Point(4.479166666 51.930833333),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q376132,A.F.Th. van der Heijden,Nederlands schrijver,,,http://www.wikidata.org/entity/Q2636411,Geldrop,http://www.wikidata.org/entity/Q727,Amsterdam,,,1951-10-15T00:00:00Z,1951-10-15T00:00:00Z,Point(5.5578 51.4222),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q379677,Joan Blaeu,"Nederlands drukker, cartograaf en uitgever van atlassen",,,http://www.wikidata.org/entity/Q972,Alkmaar,http://www.wikidata.org/entity/Q727,Amsterdam,1673-12-28T00:00:00Z,1673-12-28T00:00:00Z,1596-09-23T00:00:00Z,1596-09-23T00:00:00Z,Point(4.75 52.616666666),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q380704,Bartholomeus van der Helst,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q9920,Haarlem,http://www.wikidata.org/entity/Q727,Amsterdam,1670-12-16T00:00:00Z,1670-12-16T00:00:00Z,1613-01-01T00:00:00Z,1613-01-01T00:00:00Z,Point(4.640555555 52.380277777),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q381801,Aert van der Neer,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q244327,Gorinchem,http://www.wikidata.org/entity/Q727,Amsterdam,1677-11-09T00:00:00Z,1677-11-09T00:00:00Z,1600-01-01T00:00:00Z,1600-01-01T00:00:00Z,Point(4.97713 51.83873),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q381801,Aert van der Neer,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q244327,Gorinchem,http://www.wikidata.org/entity/Q727,Amsterdam,1677-11-09T00:00:00Z,1677-11-09T00:00:00Z,1600-01-01T00:00:00Z,1600-01-01T00:00:00Z,Point(4.966666666 51.833333333),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q382893,Konrad Boehmer,Nederlands componist (1941-2014),,,http://www.wikidata.org/entity/Q64,Berlijn,http://www.wikidata.org/entity/Q727,Amsterdam,2014-10-04T00:00:00Z,2014-10-04T00:00:00Z,1941-05-24T00:00:00Z,1941-05-24T00:00:00Z,Point(13.383333333 52.516666666),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q389547,Charles Howard Hodges,Brits kunstschilder,,,http://www.wikidata.org/entity/Q84,Londen,http://www.wikidata.org/entity/Q727,Amsterdam,1837-07-24T00:00:00Z,1837-07-24T00:00:00Z,1764-01-01T00:00:00Z,1764-01-01T00:00:00Z,Point(-0.1275 51.507222222),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q430037,Peter van de Kamp,Nederlands astronoom (1901-1995),,,http://www.wikidata.org/entity/Q10014,Kampen,http://www.wikidata.org/entity/Q727,Amsterdam,1995-05-18T00:00:00Z,1995-05-18T00:00:00Z,1901-12-26T00:00:00Z,1901-12-26T00:00:00Z,Point(5.919722222 52.555),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q430037,Peter van de Kamp,Nederlands astronoom (1901-1995),,,http://www.wikidata.org/entity/Q10014,Kampen,http://www.wikidata.org/entity/Q727,Amsterdam,1995-05-18T00:00:00Z,1995-05-18T00:00:00Z,1901-12-26T00:00:00Z,1901-12-26T00:00:00Z,Point(5.91111 52.555),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q430783,Jan Lievens,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q43631,Leiden,http://www.wikidata.org/entity/Q727,Amsterdam,1674-06-04T00:00:00Z,1674-06-04T00:00:00Z,1607-10-24T00:00:00Z,1607-10-24T00:00:00Z,Point(4.494722222 52.154444444),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q430783,Jan Lievens,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q43631,Leiden,http://www.wikidata.org/entity/Q727,Amsterdam,1674-06-04T00:00:00Z,1674-06-04T00:00:00Z,1607-10-24T00:00:00Z,1607-10-24T00:00:00Z,Point(4.4836 52.15274),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q431025,Kirill Kondrasjin,dirigent uit Keizerrijk Rusland (1914-1981),,,http://www.wikidata.org/entity/Q649,Moskou,http://www.wikidata.org/entity/Q727,Amsterdam,1981-03-07T00:00:00Z,1981-03-07T00:00:00Z,1914-03-06T00:00:00Z,1914-03-06T00:00:00Z,Point(37.617777777 55.755833333),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q435003,Nida Senff,Nederlands zwemster,,,http://www.wikidata.org/entity/Q34370,Rotterdam,http://www.wikidata.org/entity/Q727,Amsterdam,1995-06-27T00:00:00Z,1995-06-27T00:00:00Z,1920-04-03T00:00:00Z,1920-04-03T00:00:00Z,Point(4.479166666 51.930833333),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q436161,Han van Meegeren,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q10001,Deventer,http://www.wikidata.org/entity/Q727,Amsterdam,1947-12-30T00:00:00Z,1947-12-30T00:00:00Z,1889-10-10T00:00:00Z,1889-10-10T00:00:00Z,Point(6.15 52.25),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q438460,Ben Webster,Amerikaans saxofonist (1909-1973),,,http://www.wikidata.org/entity/Q41819,Kansas City,http://www.wikidata.org/entity/Q727,Amsterdam,1973-09-20T00:00:00Z,1973-09-20T00:00:00Z,1909-03-27T00:00:00Z,1909-03-27T00:00:00Z,Point(-94.583333333 39.05),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q441439,Henriette Roland Holst,Nederlands journalist. dichter en politicus,,,http://www.wikidata.org/entity/Q455464,Noordwijk,http://www.wikidata.org/entity/Q727,Amsterdam,1952-11-21T00:00:00Z,1952-11-21T00:00:00Z,1869-12-24T00:00:00Z,1869-12-24T00:00:00Z,Point(4.433333333 52.233333333),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q441439,Henriette Roland Holst,Nederlands journalist. dichter en politicus,,,http://www.wikidata.org/entity/Q455464,Noordwijk,http://www.wikidata.org/entity/Q727,Amsterdam,1952-11-21T00:00:00Z,1952-11-21T00:00:00Z,1869-12-24T00:00:00Z,1869-12-24T00:00:00Z,Point(4.46354 52.26953),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q441625,Alida Withoos,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q992,Amersfoort,http://www.wikidata.org/entity/Q727,Amsterdam,1730-12-05T00:00:00Z,1730-12-05T00:00:00Z,1661-01-01T00:00:00Z,1661-01-01T00:00:00Z,Point(5.38 52.15),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q444571,Aldo van Eyck,Nederlands architect,,,http://www.wikidata.org/entity/Q1899314,Driebergen,http://www.wikidata.org/entity/Q727,Amsterdam,1999-01-14T00:00:00Z,1999-01-14T00:00:00Z,1918-03-16T00:00:00Z,1918-03-16T00:00:00Z,Point(5.280278 52.043611),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q445542,Karin Adelmund,Nederlands politicus,,,http://www.wikidata.org/entity/Q34370,Rotterdam,http://www.wikidata.org/entity/Q727,Amsterdam,2005-10-21T00:00:00Z,2005-10-21T00:00:00Z,1949-03-18T00:00:00Z,1949-03-18T00:00:00Z,Point(4.479166666 51.930833333),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q447190,Doeschka Meijsing,Nederlands schrijfster,,,http://www.wikidata.org/entity/Q34370,Rotterdam,http://www.wikidata.org/entity/Q727,Amsterdam,2012-01-30T00:00:00Z,2012-01-30T00:00:00Z,1947-10-21T00:00:00Z,1947-10-21T00:00:00Z,Point(4.479166666 51.930833333),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q447204,Conny Stuart,Nederlands cabaretier,,,http://www.wikidata.org/entity/Q3164650,Wijhe,http://www.wikidata.org/entity/Q727,Amsterdam,2010-08-22T00:00:00Z,2010-08-22T00:00:00Z,1913-09-05T00:00:00Z,1913-09-05T00:00:00Z,Point(6.1333 52.3864),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q448629,Thomas Asselijn,Nederlands dichter en toneelschrijver,,,http://www.wikidata.org/entity/Q183557,Dieppe,http://www.wikidata.org/entity/Q727,Amsterdam,1701-07-27T00:00:00Z,1701-07-27T00:00:00Z,1620-01-01T00:00:00Z,1620-01-01T00:00:00Z,Point(1.077777777 49.921666666),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q449106,Johannes van der Corput,Nederlands wiskundige,,,http://www.wikidata.org/entity/Q34370,Rotterdam,http://www.wikidata.org/entity/Q727,Amsterdam,1975-09-16T00:00:00Z,1975-09-16T00:00:00Z,1890-09-04T00:00:00Z,1890-09-04T00:00:00Z,Point(4.479166666 51.930833333),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q453757,Conny Vandenbos,Nederlands zangeres,,,http://www.wikidata.org/entity/Q36600,Den Haag,http://www.wikidata.org/entity/Q727,Amsterdam,2002-04-07T00:00:00Z,2002-04-07T00:00:00Z,1937-01-16T00:00:00Z,1937-01-16T00:00:00Z,Point(4.3175 52.084166666),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q454603,Jodocus Hondius,Nederlands cartograaf (1563-1612),,,http://www.wikidata.org/entity/Q538209,Wacken,http://www.wikidata.org/entity/Q727,Amsterdam,1612-02-12T00:00:00Z,1612-02-12T00:00:00Z,1563-11-03T00:00:00Z,1563-11-03T00:00:00Z,Point(9.376111111 54.020555555),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q460040,Hendrik van Gent,astronoom,,,http://www.wikidata.org/entity/Q34370,Rotterdam,http://www.wikidata.org/entity/Q727,Amsterdam,1947-03-27T00:00:00Z,1947-03-27T00:00:00Z,1900-01-01T00:00:00Z,1900-01-01T00:00:00Z,Point(4.479166666 51.930833333),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q461422,Ieke van den Burg,Nederlands politicus,,,http://www.wikidata.org/entity/Q101918,Apeldoorn,http://www.wikidata.org/entity/Q727,Amsterdam,2014-09-28T00:00:00Z,2014-09-28T00:00:00Z,1952-03-06T00:00:00Z,1952-03-06T00:00:00Z,Point(5.95 52.2167),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q463152,Rie Vierdag,Nederlands zwemster,,,http://www.wikidata.org/entity/Q992,Amersfoort,http://www.wikidata.org/entity/Q727,Amsterdam,2005-07-17T00:00:00Z,2005-07-17T00:00:00Z,1905-09-22T00:00:00Z,1905-09-22T00:00:00Z,Point(5.38 52.15),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q463440,Hendrickje Stoffels,partner van Rembrandt van Rijn,,,http://www.wikidata.org/entity/Q73501,Bredevoort,http://www.wikidata.org/entity/Q727,Amsterdam,1663-07-21T00:00:00Z,1663-07-21T00:00:00Z,1626-01-01T00:00:00Z,1626-01-01T00:00:00Z,Point(6.616666666 51.95),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q464863,Miguel de Barrios,Spaans dichter (1635-1701),,,http://www.wikidata.org/entity/Q13156,Montilla,http://www.wikidata.org/entity/Q727,Amsterdam,1701-10-06T00:00:00Z,1701-10-06T00:00:00Z,1635-11-03T00:00:00Z,1635-11-03T00:00:00Z,Point(-4.6386198 37.5865914),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q467157,Magool,muzikante uit Somalië (1948-2004),,,http://www.wikidata.org/entity/Q815370,Beledweyne,http://www.wikidata.org/entity/Q727,Amsterdam,2004-03-19T00:00:00Z,2004-03-19T00:00:00Z,1948-05-02T00:00:00Z,1948-05-02T00:00:00Z,Point(45.203972222 4.735972222),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q468214,Ludolf Bakhuizen,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q4174,Emden,http://www.wikidata.org/entity/Q727,Amsterdam,1708-11-17T00:00:00Z,1708-11-17T00:00:00Z,1630-12-28T00:00:00Z,1630-12-28T00:00:00Z,Point(7.206111111 53.366944444),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q472987,Isaac Orobio de Castro,filosoof uit Portugal (1617-1687),,,http://www.wikidata.org/entity/Q768261,Bragança,http://www.wikidata.org/entity/Q727,Amsterdam,1687-11-07T00:00:00Z,1687-11-07T00:00:00Z,1617-01-01T00:00:00Z,1617-01-01T00:00:00Z,Point(-6.75 41.8),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q474308,Leendert Viervant de Jongere,Nederlands architect (1752-1801),,,http://www.wikidata.org/entity/Q1310,Arnhem,http://www.wikidata.org/entity/Q727,Amsterdam,1801-07-04T00:00:00Z,1801-07-04T00:00:00Z,1752-03-05T00:00:00Z,1752-03-05T00:00:00Z,Point(5.916666666 51.983333333),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q474411,Petrus Kiers,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q60425,Meppel,http://www.wikidata.org/entity/Q727,Amsterdam,1875-01-01T00:00:00Z,1875-01-01T00:00:00Z,1807-01-01T00:00:00Z,1807-01-01T00:00:00Z,Point(6.191666666 52.703333333),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q474738,Jacques Specx,"gouverneur-generaal van de VOC, opperhoofd Hirado",,,http://www.wikidata.org/entity/Q26421,Dordrecht,http://www.wikidata.org/entity/Q727,Amsterdam,1652-07-22T00:00:00Z,1652-07-22T00:00:00Z,1585-01-01T00:00:00Z,1585-01-01T00:00:00Z,Point(4.67 51.81),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q480473,Willem Sandberg,Nederlands grafisch ontwerper (1897-1984),,,http://www.wikidata.org/entity/Q992,Amersfoort,http://www.wikidata.org/entity/Q727,Amsterdam,1984-04-09T00:00:00Z,1984-04-09T00:00:00Z,1897-10-24T00:00:00Z,1897-10-24T00:00:00Z,Point(5.38 52.15),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q481465,Pieter Kooijmans,Nederlands diplomaat,,,http://www.wikidata.org/entity/Q9928,Heemstede,http://www.wikidata.org/entity/Q727,Amsterdam,2013-02-13T00:00:00Z,2013-02-13T00:00:00Z,1933-07-06T00:00:00Z,1933-07-06T00:00:00Z,Point(4.62 52.3528),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q493314,Andrea Alovisii,,,,http://www.wikidata.org/entity/Q220,Rome,http://www.wikidata.org/entity/Q727,Amsterdam,1687-01-01T00:00:00Z,1687-01-01T00:00:00Z,1620-01-01T00:00:00Z,1620-01-01T00:00:00Z,Point(12.482777777 41.893055555),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q505150,Nicolaes Maes,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q26421,Dordrecht,http://www.wikidata.org/entity/Q727,Amsterdam,1693-11-24T00:00:00Z,1693-11-24T00:00:00Z,1634-01-01T00:00:00Z,1634-01-01T00:00:00Z,Point(4.67 51.81),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q508916,Eduard van Beinum,Nederlands dirigent (1901-1959),,,http://www.wikidata.org/entity/Q1310,Arnhem,http://www.wikidata.org/entity/Q727,Amsterdam,1959-04-13T00:00:00Z,1959-04-13T00:00:00Z,1900-09-03T00:00:00Z,1900-09-03T00:00:00Z,Point(5.916666666 51.983333333),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q512429,Jacoba Maria van Nickelen,Nederlands kunstschilderes (1690-1749),,,http://www.wikidata.org/entity/Q9920,Haarlem,http://www.wikidata.org/entity/Q727,Amsterdam,1749-01-01T00:00:00Z,1749-01-01T00:00:00Z,1690-01-01T00:00:00Z,1690-01-01T00:00:00Z,Point(4.640555555 52.380277777),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q512948,Jan Willem Pieneman,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q307103,Abcoude,http://www.wikidata.org/entity/Q727,Amsterdam,1853-04-08T00:00:00Z,1853-04-08T00:00:00Z,1779-11-04T00:00:00Z,1779-11-04T00:00:00Z,Point(4.9703 52.2719),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q513159,Jean Henri van Swinden,Nederlands filosoof,,,http://www.wikidata.org/entity/Q36600,Den Haag,http://www.wikidata.org/entity/Q727,Amsterdam,1823-03-09T00:00:00Z,1823-03-09T00:00:00Z,1746-06-08T00:00:00Z,1746-06-08T00:00:00Z,Point(4.3175 52.084166666),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q513339,Kiliaen van Rensselaer,Nederlands handelaar (1586-1643),,,http://www.wikidata.org/entity/Q81159,Hasselt,http://www.wikidata.org/entity/Q727,Amsterdam,1643-10-07T00:00:00Z,1643-10-07T00:00:00Z,1586-01-01T00:00:00Z,1586-01-01T00:00:00Z,Point(6.091111111 52.590833333),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q513815,Wallerant Vaillant,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q648,Rijsel,http://www.wikidata.org/entity/Q727,Amsterdam,1677-08-28T00:00:00Z,1677-08-28T00:00:00Z,1623-05-30T00:00:00Z,1623-05-30T00:00:00Z,Point(3.0575 50.631944444),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q514074,Jan Wijnants,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q9920,Haarlem,http://www.wikidata.org/entity/Q727,Amsterdam,1684-01-23T00:00:00Z,1684-01-23T00:00:00Z,1632-01-01T00:00:00Z,1632-01-01T00:00:00Z,Point(4.640555555 52.380277777),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q514276,Arnold Houbraken,Nederlands schrijver,,,http://www.wikidata.org/entity/Q26421,Dordrecht,http://www.wikidata.org/entity/Q727,Amsterdam,1719-10-14T00:00:00Z,1719-10-14T00:00:00Z,1660-03-28T00:00:00Z,1660-03-28T00:00:00Z,Point(4.67 51.81),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q515222,Frederik de Moucheron,Nederlands kunstschilder,,,http://www.wikidata.org/entity/Q4174,Emden,http://www.wikidata.org/entity/Q727,Amsterdam,1686-01-02T00:00:00Z,1686-01-02T00:00:00Z,1633-01-01T00:00:00Z,1633-01-01T00:00:00Z,Point(7.206111111 53.366944444),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q515761,Andrzej Wiszowaty,Pools theoloog (1608-1678),,,http://www.wikidata.org/entity/Q2395193,Filipów,http://www.wikidata.org/entity/Q727,Amsterdam,1678-07-29T00:00:00Z,1678-07-29T00:00:00Z,1608-11-26T00:00:00Z,1608-11-26T00:00:00Z,Point(22.61667 54.16667),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q520249,André Kraan,Nederlands voetballer (1927-2012),,,http://www.wikidata.org/entity/Q9954,Purmerend,http://www.wikidata.org/entity/Q727,Amsterdam,2012-11-23T00:00:00Z,2012-11-23T00:00:00Z,1927-08-22T00:00:00Z,1927-08-22T00:00:00Z,Point(4.963888888 52.505),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q520327,Willem Blaeu,Nederlands cartograaf (1571-1638),,,http://www.wikidata.org/entity/Q972,Alkmaar,http://www.wikidata.org/entity/Q727,Amsterdam,1638-10-18T00:00:00Z,1638-10-18T00:00:00Z,1571-01-01T00:00:00Z,1571-01-01T00:00:00Z,Point(4.75 52.616666666),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q523252,André Volten,Nederlands beeldhouwer,,,http://www.wikidata.org/entity/Q491999,Andijk,http://www.wikidata.org/entity/Q727,Amsterdam,2002-09-05T00:00:00Z,2002-09-05T00:00:00Z,1925-03-19T00:00:00Z,1925-03-19T00:00:00Z,Point(5.22 52.75),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q523866,Albertus Seba,Nederlands schrijver,,,http://www.wikidata.org/entity/Q1371980,Etzel,http://www.wikidata.org/entity/Q727,Amsterdam,1736-05-02T00:00:00Z,1736-05-02T00:00:00Z,1665-05-12T00:00:00Z,1665-05-12T00:00:00Z,Point(7.90389 53.4675),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q524071,Peter Artedi,Zweeds botanicus (1705-1735),,,http://www.wikidata.org/entity/Q298003,Örnsköldsvik,http://www.wikidata.org/entity/Q727,Amsterdam,1735-09-27T00:00:00Z,1735-09-27T00:00:00Z,1705-02-27T00:00:00Z,1705-02-27T00:00:00Z,Point(18.733333333 63.283333333),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q525646,Gillis van Coninxloo,Nederlands kunstschilder (1544-1607),,,http://www.wikidata.org/entity/Q12892,Antwerpen,http://www.wikidata.org/entity/Q727,Amsterdam,1607-01-04T00:00:00Z,1607-01-04T00:00:00Z,1544-01-13T00:00:00Z,1544-01-13T00:00:00Z,Point(4.4 51.216666666),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q525861,Hendrick de Keyser,Nederlands architect,,,http://www.wikidata.org/entity/Q803,Utrecht,http://www.wikidata.org/entity/Q727,Amsterdam,1621-05-15T00:00:00Z,1621-05-15T00:00:00Z,1565-05-25T00:00:00Z,1565-05-25T00:00:00Z,Point(5.115555555 52.088888888),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q529211,Frederik Ruysch,Nederlands botanicus (1638-1731),,,http://www.wikidata.org/entity/Q36600,Den Haag,http://www.wikidata.org/entity/Q727,Amsterdam,1731-02-22T00:00:00Z,1731-02-22T00:00:00Z,1638-03-28T00:00:00Z,1638-03-28T00:00:00Z,Point(4.3175 52.084166666),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q529444,Paul van Kempen,Nederlands dirigent (1893-1955),,,http://www.wikidata.org/entity/Q218259,Zoeterwoude,http://www.wikidata.org/entity/Q727,Amsterdam,1955-12-08T00:00:00Z,1955-12-08T00:00:00Z,1893-05-16T00:00:00Z,1893-05-16T00:00:00Z,Point(4.5058 52.1136),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q530056,Julia Culp,Nederlands zangeres,,,http://www.wikidata.org/entity/Q749,Groningen,http://www.wikidata.org/entity/Q727,Amsterdam,1970-10-13T00:00:00Z,1970-10-13T00:00:00Z,1880-10-06T00:00:00Z,1880-10-06T00:00:00Z,Point(6.55 53.216666666),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q530883,Emmy Andriesse,Nederlands fotografe (1914-1953),,,http://www.wikidata.org/entity/Q36600,Den Haag,http://www.wikidata.org/entity/Q727,Amsterdam,1953-02-20T00:00:00Z,1953-02-20T00:00:00Z,1914-01-14T00:00:00Z,1914-01-14T00:00:00Z,Point(4.3175 52.084166666),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q532218,Angela Bairstow,Brits badmintonster,,,http://www.wikidata.org/entity/Q246884,Lewes,http://www.wikidata.org/entity/Q727,Amsterdam,2016-02-13T00:00:00Z,2016-02-13T00:00:00Z,1942-05-31T00:00:00Z,1942-05-31T00:00:00Z,Point(0.013 50.872),Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q533759,Joseph de la Vega,Nederlands dichter (1650-1692),,,http://www.wikidata.org/entity/Q81972,Córdoba,http://www.wikidata.org/entity/Q727,Amsterdam,1692-11-13T00:00:00Z,1692-11-13T00:00:00Z,1650-01-01T00:00:00Z,1650-01-01T00:00:00Z,Point(-4.83333333 38.0),Point(4.9 52.383333333)
